metaweight,country,EXP1,EXP2,EXP3,EXP4,AP1,AP2,AP3,AP4,EL1,EL2,POP1,POP2,POP3,POP4,POP5,POP6,expertise,antipolitics,elitism,popscale
.40725175,8,7,7,6,7,7,7,6,7,6,3,6,4,7,6,6,5,6.75,6.75,4.5,5.8000002
.93512875,8,7,5,6,5,5,3,6,7,5,2,6,3,5,7,5,7,5.75,5.25,3.5,5.1999998
3.6061161,8,7,7,7,7,7,7,7,7,5,1,7,7,7,7,7,7,7,7,3,7
.22604898,8,7,7,6,6,7,3,5,6,6,5,6,4,2,5,6,2,6.5,5.25,5.5,4.5999999
.22604898,8,7,7,4,6,6,4,7,7,2,1,7,2,1,6,7,6,6,6,1.5,4.5999999
.36201498,8,6,7,6,5,3,3,5,6,5,3,5,4,5,4,5,4,6,4.25,4,4.5999999
.40725175,8,5,4,4,4,2,4,5,5,3,5,5,4,1,1,3,1,4.25,4,4,2.8
.22604898,8,6,7,6,3,2,1,3,3,2,2,7,2,2,6,6,6,5.5,2.25,2,4.5999999
.17478821,8,7,6,5,6,3,5,6,7,7,5,7,5,3,7,7,2,6,5.25,6,5.8000002
1.5752012,8,7,7,3,5,3,3,5,3,3,2,7,6,5,7,7,6,5.5,3.5,2.5,6.4000001
.40725175,8,7,7,3,7,7,7,7,7,7,1,7,6,7,5,7,5,6,7,4,6.4000001
4.7523665,8,6,5,5,6,5,3,3,5,4,4,3,3,3,3,3,3,5.5,4,4,3
2.228935,8,5,5,4,4,4,6,2,1,3,2,5,5,5,3,5,4,4.5,3.25,2.5,4.5999999
2.0577655,8,4,6,5,6,4,4,2,5,4,3,5,4,4,6,4,4,5.25,3.75,3.5,4.5999999
.40725175,8,6,6,5,6,3,3,5,5,5,2,6,5,3,3,6,3,5.75,4,3.5,4.5999999
.36201498,8,5,6,5,7,6,3,3,7,3,1,7,6,2,7,6,5,5.75,4.75,2,5.5999999
.22407845,8,7,7,6,6,7,4,6,7,4,1,5,2,4,3,6,4,6.5,6,2.5,4
.22604898,8,7,7,3,7,5,3,5,5,3,1,7,3,3,6,5,5,6,4.5,2,4.8000002
.93512875,8,7,7,5,7,6,7,7,7,5,1,7,7,7,7,7,5,6.5,6.75,3,7
.22604898,8,5,5,3,4,3,3,3,5,3,4,4,3,3,5,4,2,4.25,3.5,3.5,3.8
.22407845,8,7,7,6,7,6,3,5,7,7,1,7,6,3,3,6,3,6.75,5.25,4,5
.22604898,8,6,7,3,3,3,3,5,5,3,1,7,5,6,5,6,3,4.75,4,2,5.8000002
.17478821,8,7,7,7,6,7,7,7,7,5,3,5,6,7,7,7,5,6.75,7,4,6.4000001
1.5752012,8,7,7,7,7,3,3,4,7,5,2,7,5,6,5,6,7,7,4.25,3.5,5.8000002
2.0577655,8,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3.25,3,3,3.2
1.6888826,8,3,3,3,5,5,5,3,5,5,5,7,5,2,4,3,3,3.5,4.5,5,4.1999998
2.0577655,8,7,7,7,7,1,7,7,7,7,1,7,5,4,3,7,7,7,5.5,4,5.1999998
.36201498,8,7,7,5,7,5,5,5,7,5,2,7,7,7,7,7,5,6.5,5.5,3.5,7
.22604898,8,7,5,7,7,7,6,6,7,7,5,6,4,2,5,3,2,6.5,6.5,6,4
2.0577655,8,7,7,7,7,5,1,7,7,1,1,7,2,1,1,6,1,7,5,1,3.4000001
2.0577655,8,7,7,3,7,7,7,5,7,4,1,7,7,7,7,7,7,6,6.5,2.5,7
.22604898,8,6,7,6,5,4,2,7,6,5,2,6,2,1,5,6,7,6,4.75,3.5,4
1.6888826,8,7,7,5,6,3,7,7,7,5,1,7,5,3,7,5,1,6.25,6,3,5.4000001
.40725175,8,7,7,6,7,7,5,6,7,5,1,7,5,2,7,7,2,6.75,6.25,3,5.5999999
2.228935,8,7,1,5,7,2,2,6,7,1,1,7,7,3,7,7,7,5,4.25,1,6.1999998
4.4649734,8,7,7,6,5,3,3,2,5,5,3,6,3,1,7,5,7,6.25,3.25,4,4.4000001
.40725175,8,1,6,7,1,3,2,2,6,3,5,2,3,1,1,5,5,3.75,3.25,4,2.4000001
2.0577655,8,7,7,3,7,7,5,7,7,7,2,7,4,2,4,7,5,6,6.5,4.5,4.8000002
.22407845,8,6,6,6,6,5,3,5,6,5,2,6,6,5,5,6,6,6,4.75,3.5,5.5999999
.76979864,8,7,7,7,7,7,7,7,7,7,1,7,7,7,7,1,1,7,7,4,5.8000002
.22604898,8,6,7,6,6,6,7,7,7,4,1,7,7,7,5,7,4,6.25,6.75,2.5,6.5999999
.22407845,8,7,7,7,7,1,7,3,7,7,1,7,7,1,5,1,7,7,4.5,4,4.1999998
.22604898,8,7,7,6,5,6,5,7,7,5,1,6,6,6,5,6,2,6.25,6.25,3,5.8000002
.22604898,8,6,6,5,5,5,6,5,7,4,2,6,4,5,6,6,4,5.5,5.75,3,5.4000001
.22604898,8,5,6,4,5,5,3,4,6,4,2,5,4,4,5,5,5,5,4.5,3,4.5999999
.36201498,8,7,7,6,7,7,5,5,7,3,1,7,5,5,1,7,7,6.75,6,2,5
.22604898,8,4,5,5,7,4,4,4,6,4,4,7,1,1,6,7,5,5.25,4.5,4,4.4000001
.17478821,8,7,7,5,5,5,5,5,5,7,1,5,5,5,5,5,5,6,5,4,5
.22604898,8,4,7,4,6,2,3,5,5,2,2,5,2,2,4,2,4,5.25,3.75,2,3
.22407845,8,6,6,6,5,3,5,3,5,6,3,7,3,3,6,5,5,5.75,4,4.5,4.8000002
.40725175,8,7,7,5,6,6,6,3,7,5,2,7,5,6,7,5,5,6.25,5.5,3.5,6
.36201498,8,6,7,7,6,5,5,5,6,6,4,5,3,4,5,6,2,6.5,5.25,5,4.5999999
.6902594,8,7,7,7,7,7,7,7,7,5,1,7,7,7,7,7,7,7,7,3,7
.22407845,8,7,7,7,7,7,7,5,7,7,1,7,5,5,5,7,7,7,6.5,4,5.8000002
2.0577655,8,7,6,4,6,6,2,5,3,3,1,7,5,6,6,6,4,5.75,4,2,6
.22604898,8,7,7,4,7,7,3,6,7,5,1,7,4,1,7,4,1,6.25,5.75,3,4.5999999
.22604898,8,6,6,6,5,2,3,3,5,5,2,6,2,3,6,6,3,5.75,3.25,3.5,4.5999999
.22604898,8,5,6,6,5,6,6,6,6,2,1,6,6,6,5,6,6,5.5,6,1.5,5.8000002
2.0577655,8,7,7,7,6,4,6,7,7,7,2,7,5,7,7,6,6,6.75,6,4.5,6.4000001
.20076473,8,5,6,5,6,3,5,7,5,5,3,5,5,6,7,5,6,5.5,5,4,5.5999999
.22604898,8,6,6,6,6,6,3,6,6,2,2,6,6,6,6,6,6,6,5.25,2,6
.40725175,8,7,7,4,4,2,4,5,5,3,1,6,3,2,1,4,4,5.5,4,2,3.2
2.228935,8,2,2,3,4,5,5,1,5,3,3,3,3,5,4,4,3,2.75,4,3,3.8
.22407845,8,4,7,4,5,4,4,5,5,7,4,4,5,4,4,3,5,5,4.5,5.5,4
.93512875,8,6,5,5,4,4,4,5,2,3,2,7,7,5,3,7,1,5,3.75,2.5,5.8000002
.17478821,8,7,7,7,7,6,6,7,7,6,7,6,6,7,7,7,7,7,6.5,6.5,6.5999999
2.0577655,8,3,7,5,7,7,5,7,7,7,3,7,7,1,7,7,7,5.5,6.5,5,5.8000002
.22407845,8,4,7,3,6,3,3,2,2,5,5,4,3,2,5,3,5,5,2.5,5,3.4000001
.22407845,8,7,7,7,7,7,5,6,7,6,5,7,6,5,5,7,5,7,6.25,5.5,6
.93512875,8,7,7,4,5,4,4,5,7,7,2,5,4,4,3,4,2,5.75,5,4.5,4
.22407845,8,5,6,5,7,7,3,6,6,5,6,7,3,5,6,6,3,5.75,5.5,5.5,5.4000001
2.0577655,8,5,6,6,6,6,4,5,5,5,1,6,6,6,4,4,4,5.75,5,3,5.1999998
2.1177335,8,7,7,6,7,4,5,7,6,3,1,5,3,4,7,5,4,6.75,5.5,2,4.8000002
.22604898,8,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4.75,4.5,5
.22407845,8,7,7,7,7,6,7,5,7,5,1,7,7,7,7,7,7,7,6.25,3,7
2.1177335,8,6,5,4,4,1,2,2,2,1,1,7,7,4,4,6,4,4.75,1.75,1,5.5999999
.93512875,8,7,6,5,6,3,5,4,5,6,1,5,5,7,2,4,5,6,4.25,3.5,4.5999999
.76979864,8,6,7,7,4,6,5,4,6,4,4,7,5,4,4,7,6,6,5.25,4,5.4000001
.22407845,8,6,7,5,3,5,3,5,5,5,2,6,2,2,2,3,1,5.25,4.5,3.5,3
.76979864,8,6,7,7,7,7,4,6,7,7,2,4,1,2,5,6,1,6.75,6,4.5,3.5999999
1.6888826,8,7,7,1,7,7,7,1,7,7,1,7,5,7,4,7,1,5.5,5.5,4,6
.22407845,8,6,6,6,6,5,3,5,6,5,2,3,3,3,6,5,5,6,4.75,3.5,4
.22407845,8,6,5,2,7,2,2,3,7,2,7,7,7,7,7,7,7,5,3.5,4.5,7
.22604898,8,6,7,4,6,6,7,6,7,5,2,5,3,5,7,6,5,5.75,6.5,3.5,5.1999998
.76979864,8,7,7,3,6,3,3,3,5,6,2,5,5,3,2,7,3,5.75,3.5,4,4.4000001
1.7102656,8,7,7,7,6,6,6,6,7,2,1,7,6,3,7,6,5,6.75,6.25,1.5,5.8000002
.17478821,8,2,3,1,7,2,7,7,7,4,1,6,5,7,7,7,7,3.25,5.75,2.5,6.4000001
1.7102656,8,6,7,3,2,3,4,5,6,2,2,6,6,5,7,6,5,4.5,4.5,2,6
.22407845,8,7,7,2,3,1,3,4,4,2,1,7,5,1,7,7,5,4.75,3,1.5,5.4000001
.20076473,8,7,6,5,6,3,5,5,3,5,2,4,5,2,3,5,3,6,4,3.5,3.8
1.6888826,8,7,7,3,3,7,3,1,7,2,7,7,7,3,7,7,7,5,4.5,4.5,6.1999998
.76979864,8,5,6,6,4,5,4,6,4,7,3,7,6,6,6,7,5,5.25,4.75,5,6.4000001
1.7102656,8,5,5,5,3,5,3,3,3,5,5,7,6,6,7,5,5,4.5,3.5,5,6.1999998
.22604898,8,5,5,5,5,3,3,3,5,5,3,6,3,3,5,6,6,5,3.5,4,4.5999999
.17478821,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1.5404958,8,3,6,3,6,3,3,5,6,5,3,6,6,3,6,6,6,4.5,4.25,4,5.4000001
.36201498,8,4,7,7,7,4,4,3,4,6,4,4,2,3,3,2,3,6.25,3.75,5,2.8
4.4649734,8,6,6,3,7,6,3,4,6,5,6,2,6,3,5,2,2,5.5,4.75,5.5,3.5999999
.76979864,8,5,6,6,7,2,3,6,6,3,2,6,2,2,3,5,2,6,4.25,2.5,3.5999999
.76979864,8,7,7,4,6,3,3,5,4,6,4,4,2,1,4,4,5,6,3.75,5,3
.17478821,8,5,7,5,3,3,3,3,3,6,3,3,3,2,7,3,7,5,3,4.5,3.5999999
4.4649734,8,7,7,2,7,5,5,7,7,5,1,7,7,5,7,7,4,5.75,6,3,6.5999999
.76979864,8,7,7,2,3,6,3,7,3,5,1,6,6,7,7,7,7,4.75,4.75,3,6.5999999
.40725175,8,7,7,6,7,7,3,7,7,3,3,7,7,1,1,1,7,6.75,6,3,3.4000001
.22604898,8,6,7,6,6,5,3,6,6,5,5,5,5,2,5,4,2,6.25,5,5,4.1999998
.22604898,8,5,6,5,5,3,5,5,6,3,3,5,3,3,3,3,5,5.25,4.75,3,3.4000001
.22407845,8,7,7,3,3,1,1,1,3,4,4,7,1,1,5,7,1,5,1.5,4,4.1999998
.22407845,8,5,6,3,3,1,1,2,3,4,2,6,2,1,7,6,5,4.25,1.75,3,4.4000001
.22407845,8,6,6,5,6,5,3,5,6,2,2,2,3,5,5,5,3,5.75,4.75,2,4
.93512875,8,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3.8
2.0577655,8,7,7,7,6,7,7,7,7,7,2,7,7,7,7,7,6,6.75,7,4.5,7
.22604898,8,5,5,5,3,3,3,5,5,3,3,5,3,3,5,5,3,4.5,4,3,4.1999998
.20076473,8,5,3,4,5,5,6,5,3,5,4,7,7,7,6,7,7,4.25,4.75,4.5,6.8000002
1.5752012,8,7,7,7,7,7,3,6,7,6,3,6,3,5,3,5,5,7,5.75,4.5,4.4000001
.40725175,8,7,7,7,7,7,7,7,7,3,1,7,7,7,7,7,4,7,7,2,7
3.6061161,8,5,5,5,5,3,5,5,5,5,5,3,3,5,5,5,5,5,4.5,5,4.1999998
2.1177335,8,1,6,1,6,7,7,7,6,1,1,6,7,6,6,7,7,3.5,6.75,1,6.4000001
.76979864,8,7,7,3,5,5,2,5,7,3,1,7,5,3,7,7,5,5.5,4.75,2,5.8000002
.17478821,8,7,7,3,7,7,3,5,7,3,2,7,5,2,1,7,1,6,5.5,2.5,4.4000001
.36201498,8,7,7,5,7,5,5,5,5,5,3,5,2,2,3,3,3,6.5,5,4,3
.20076473,8,7,7,7,5,3,2,6,7,6,2,6,6,3,5,7,3,6.5,4.5,4,5.4000001
1.7102656,8,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,4,7,7,1,7
.40725175,8,7,6,6,6,6,5,5,6,3,2,6,6,5,7,6,2,6.25,5.5,2.5,6
.22604898,8,7,7,6,5,6,5,7,6,7,3,5,3,5,5,5,5,6.25,6,5,4.5999999
.36201498,8,6,7,6,6,6,5,7,7,5,2,3,2,5,7,5,3,6.25,6.25,3.5,4.4000001
2.0577655,8,7,7,4,7,5,7,7,7,5,1,7,7,7,7,7,7,6.25,6.5,3,7
.76979864,8,6,7,7,5,6,5,5,7,2,1,6,6,3,5,7,6,6.25,5.75,1.5,5.4000001
.22407845,8,5,5,3,4,5,5,5,6,3,3,5,5,5,5,5,5,4.25,5.25,3,5
.6902594,8,6,5,6,7,7,6,7,5,3,1,6,3,6,7,7,1,6,6.25,2,5.8000002
1.6888826,8,7,7,6,6,6,6,5,7,6,2,6,6,5,5,5,2,6.5,6,4,5.4000001
2.0577655,8,6,6,5,4,4,4,5,4,4,1,5,5,5,6,5,4,5.25,4.25,2.5,5.1999998
.93512875,8,7,7,7,7,6,5,5,7,1,1,7,7,6,6,7,7,7,5.75,1,6.5999999
.76979864,8,4,4,4,6,5,5,3,4,4,4,5,3,5,3,4,5,4.5,4.25,4,4
.22604898,8,7,7,7,6,1,7,7,7,1,1,7,7,2,7,7,7,6.75,5.5,1,6
.36201498,8,7,7,5,7,5,7,5,7,5,3,7,6,5,6,5,4,6.5,6,4,5.8000002
2.1177335,8,7,7,5,7,6,6,2,7,3,1,7,6,3,2,5,5,6.5,5.25,2,4.5999999
1.7102656,8,7,6,5,6,6,3,2,7,2,2,6,5,6,6,7,5,6,4.5,2,6
.22604898,8,7,6,2,3,1,2,5,5,4,1,6,3,2,7,6,2,4.5,3.25,2.5,4.8000002
.36201498,8,7,7,7,7,7,7,7,7,4,3,4,4,6,4,4,5,7,7,3.5,4.4000001
.22407845,8,7,6,4,7,6,6,7,7,4,1,7,4,4,7,7,5,6,6.5,2.5,5.8000002
.76979864,8,7,6,7,7,3,3,5,6,7,1,7,5,3,7,7,6,6.75,4.25,4,5.8000002
.22604898,8,7,7,7,7,6,7,5,7,7,1,7,7,7,7,7,7,7,6.25,4,7
1.7102656,8,6,7,6,5,5,1,5,5,2,1,7,6,1,3,5,4,6,4,1.5,4.4000001
.6902594,8,7,7,7,6,7,5,6,7,1,3,7,7,5,2,7,4,6.75,6.25,2,5.5999999
.36201498,8,5,7,4,5,3,5,3,3,2,3,5,3,3,6,6,4,5.25,3.5,2.5,4.5999999
4.4649734,8,6,7,3,6,7,6,6,7,7,1,7,5,1,2,2,7,5.5,6.5,4,3.4000001
.40038434,8,7,7,5,6,6,5,7,6,6,2,6,2,2,5,6,5,6.25,6,4,4.1999998
2.1177335,8,6,5,5,6,6,5,6,7,3,1,7,6,5,6,5,5,5.5,6,2,5.8000002
.22407845,8,6,7,7,7,7,4,7,7,7,1,7,6,7,3,6,3,6.75,6.25,4,5.8000002
1.7102656,8,4,3,5,7,5,6,5,3,4,6,7,3,5,4,1,7,4.75,4.75,5,4
.40725175,8,1,7,5,7,7,7,7,7,7,1,7,7,7,7,7,7,5,7,4,7
1.5752012,8,7,7,7,7,6,7,6,7,7,1,6,5,6,6,6,5,7,6.5,4,5.8000002
.40725175,8,7,7,7,7,6,7,6,7,7,4,7,5,3,7,7,5,7,6.5,5.5,5.8000002
1.6888826,8,5,6,5,6,5,5,5,6,3,3,5,3,4,6,6,4,5.5,5.25,3,4.8000002
.22407845,8,7,6,7,6,4,7,7,7,5,1,6,4,4,2,5,1,6.5,6.25,3,4.1999998
.76979864,8,2,7,5,6,5,5,6,3,4,5,7,5,5,3,4,6,5,4.75,4.5,4.8000002
.20076473,8,7,3,3,6,6,6,5,6,5,5,6,6,6,7,6,5,4.75,5.75,5,6.1999998
1.6888826,8,6,7,4,5,3,3,3,4,6,6,3,1,1,3,3,6,5.5,3.25,6,2.2
.36201498,8,7,7,7,5,4,7,6,7,5,1,7,7,7,6,6,7,6.5,6,3,6.5999999
.22407845,8,7,7,7,7,7,4,5,7,3,2,7,7,5,7,7,7,7,5.75,2.5,6.5999999
4.7523665,8,3,4,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3.25,3,3,2.5999999
.36201498,8,7,7,6,7,3,4,5,7,6,3,5,3,2,3,3,3,6.75,4.75,4.5,3.2
2.0577655,8,6,7,4,5,6,5,5,6,2,2,6,6,6,6,6,3,5.5,5.5,2,6
1.7102656,8,7,7,7,5,7,3,7,7,1,1,7,7,7,6,7,3,6.5,6,1,6.8000002
2.228935,8,3,3,5,2,5,3,5,4,5,6,3,5,3,6,3,2,3.25,4.25,5.5,4
.17478821,8,7,7,5,5,5,7,7,7,6,1,7,7,5,4,5,5,6,6.5,3.5,5.5999999
.22604898,8,7,7,7,7,7,7,2,7,7,1,6,6,5,6,6,2,7,5.75,4,5.8000002
.22604898,8,6,6,5,5,5,4,6,7,5,5,6,4,3,3,6,2,5.5,5.5,5,4.4000001
1.6888826,8,7,7,7,7,7,7,7,7,6,1,7,5,1,6,7,1,7,7,3.5,5.1999998
.22604898,8,7,7,7,6,6,4,5,6,5,1,5,4,1,6,7,2,6.75,5.25,3,4.5999999
2.0577655,8,7,7,6,6,6,6,6,7,2,2,5,5,5,3,3,3,6.5,6.25,2,4.1999998
.40725175,8,5,7,4,5,5,5,3,5,6,3,3,1,1,4,2,1,5.25,4.5,4.5,2.2
.20076473,8,5,6,5,6,6,6,3,6,5,3,6,5,5,7,6,5,5.5,5.25,4,5.8000002
.76979864,8,7,7,7,7,7,7,7,1,5,7,7,7,1,7,7,7,7,5.5,6,5.8000002
2.0577655,8,7,2,2,6,7,3,6,7,4,1,7,7,7,6,7,3,4.25,5.75,2.5,6.8000002
.17478821,8,7,7,6,5,5,5,5,6,1,2,6,7,5,7,6,3,6.25,5.25,1.5,6.1999998
1.7102656,8,7,7,7,5,6,6,6,7,5,1,7,7,5,6,7,6,6.5,6.25,3,6.4000001
.36201498,8,6,7,6,5,3,3,3,5,2,2,6,2,5,5,6,2,6,3.5,2,4.8000002
.22407845,8,7,7,3,5,4,2,1,3,5,1,7,3,3,7,6,5,5.5,2.5,3,5.1999998
.22407845,8,6,6,3,6,2,2,3,5,1,3,5,2,2,5,2,5,5.25,3,2,3.2
.76979864,8,5,7,5,5,5,5,6,5,3,3,3,5,3,5,5,5,5.5,5.25,3,4.1999998
.22604898,8,7,7,7,7,7,1,7,4,1,1,4,7,5,1,7,1,7,4.75,1,4.8000002
.40038434,8,4,4,4,4,4,4,4,4,4,4,7,7,4,6,7,4,4,4,4,6.1999998
.40725175,8,7,7,4,6,7,7,7,7,1,1,7,7,7,7,7,7,6,7,1,7
2.228935,8,7,7,6,3,7,7,6,7,3,1,7,6,7,7,6,6,5.75,6.75,2,6.5999999
.40725175,8,7,7,7,7,7,7,4,7,7,1,7,7,7,7,7,2,7,6.25,4,7
2.1177335,8,7,7,7,6,7,4,6,6,3,3,5,4,4,3,5,5,6.75,5.75,3,4.1999998
1.7102656,8,6,6,5,2,5,5,3,5,3,1,5,5,2,6,5,3,4.75,4.5,2,4.5999999
.22604898,8,6,7,6,7,3,3,3,5,5,3,6,5,5,5,5,5,6.5,3.5,4,5.1999998
1.7102656,8,5,3,3,5,5,6,5,6,5,2,6,6,5,5,6,7,4,5.5,3.5,5.5999999
.22604898,8,2,4,5,5,4,1,6,6,4,3,4,2,4,2,4,2,4,4.25,3.5,3.2
.76979864,8,7,7,6,7,5,4,6,7,4,2,6,4,4,4,4,2,6.75,5.5,3,4.4000001
1.7102656,8,6,6,5,2,5,2,6,4,6,5,5,2,5,3,6,2,4.75,4.25,5.5,4.1999998
1.7102656,8,7,7,6,7,2,6,7,7,7,1,7,7,7,7,7,6,6.75,5.5,4,7
2.0577655,8,7,7,4,7,5,3,5,7,7,1,7,7,7,7,7,7,6.25,5,4,7
.40038434,8,6,4,6,5,5,4,3,2,4,2,3,3,3,6,4,4,5.25,3.5,3,3.8
.76979864,8,6,5,5,6,6,5,6,6,3,6,6,6,6,5,5,3,5.5,5.75,4.5,5.5999999
.22407845,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
.22604898,8,6,6,6,5,6,6,7,6,5,6,6,6,6,5,7,6,5.75,6.25,5.5,6
.40725175,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
.76979864,8,7,7,4,4,4,7,4,7,7,4,4,4,5,4,6,1,5.5,5.5,5.5,4.5999999
1.0408701,8,5,5,4,3,3,6,5,5,4,3,7,5,6,7,7,4,4.25,4.75,3.5,6.4000001
.22604898,8,5,6,7,6,5,5,6,6,5,1,5,3,3,6,6,5,6,5.5,3,4.5999999
1.7102656,8,6,7,3,2,7,5,1,5,2,1,5,2,6,7,1,2,4.5,4.5,1.5,4.1999998
1.7102656,8,7,7,6,7,3,6,6,7,5,1,7,6,6,6,7,6,6.75,5.5,3,6.4000001
1.7102656,8,7,7,6,7,7,7,1,7,5,6,7,7,7,7,5,1,6.75,5.5,5.5,6.5999999
.22604898,8,7,7,7,7,7,2,6,2,7,5,5,1,1,7,7,7,7,4.25,6,4.1999998
1.5404958,8,3,3,5,6,5,5,5,5,3,5,5,3,5,6,3,3,4.25,5,4,4.4000001
.36201498,8,7,7,7,7,7,7,7,7,7,3,5,3,3,7,7,3,7,7,5,5
.22604898,8,4,7,2,4,2,7,5,7,1,1,7,4,7,7,7,4,4.25,5.25,1,6.4000001
1.7102656,8,5,7,5,7,5,3,5,6,5,5,5,3,1,7,5,5,6,4.75,5,4.1999998
.22407845,8,6,7,6,3,3,2,5,6,2,1,6,6,2,7,6,3,5.5,4,1.5,5.4000001
.36201498,8,7,7,7,7,7,5,6,6,6,1,5,3,5,3,3,3,7,6,3.5,3.8
.17478821,8,7,7,7,7,5,5,7,6,4,4,6,5,7,5,7,1,7,5.75,4,6
.22407845,8,5,6,5,6,6,4,4,5,4,2,6,4,6,6,6,2,5.5,4.75,3,5.5999999
.76979864,8,7,5,7,7,7,6,6,7,5,5,7,5,5,7,7,6,6.5,6.5,5,6.1999998
1.5752012,8,6,7,5,6,5,2,5,6,4,2,7,3,1,5,5,4,6,4.5,3,4.1999998
1.7102656,8,6,7,6,6,5,5,4,6,6,2,5,5,5,3,4,2,6.25,5,4,4.4000001
1.6888826,8,6,6,2,2,2,1,2,2,2,1,3,2,2,3,3,3,4,1.75,1.5,2.5999999
.93512875,8,7,7,6,7,5,5,5,7,4,1,6,5,3,6,6,6,6.75,5.5,2.5,5.1999998
.40725175,8,7,7,7,7,5,7,5,7,7,1,7,6,7,7,7,7,7,6,4,6.8000002
.17478821,8,6,7,3,7,5,5,6,6,1,2,5,3,3,7,6,3,5.75,5.5,1.5,4.8000002
.22604898,8,6,7,6,7,6,5,5,5,3,1,7,5,6,7,7,5,6.5,5.25,2,6.4000001
1.6888826,8,5,5,6,3,2,2,3,3,5,5,6,6,7,6,7,2,4.75,2.5,5,6.4000001
1.0408701,8,7,7,6,7,6,5,7,1,7,5,2,5,2,6,7,7,6.75,4.75,6,4.4000001
1.7102656,8,7,7,7,3,3,2,5,5,5,3,6,3,3,6,6,3,6,3.75,4,4.8000002
.22407845,8,5,5,5,5,3,3,3,5,3,2,6,3,3,5,5,3,5,3.5,2.5,4.4000001
.6902594,8,5,5,5,2,6,5,6,5,3,3,5,5,2,5,5,3,4.25,5.5,3,4.4000001
.22604898,8,7,3,5,7,3,4,7,7,4,1,7,7,7,7,7,7,5.5,5.25,2.5,7
.22407845,8,5,5,3,3,2,2,3,3,2,4,6,4,2,5,6,1,4,2.5,3,4.5999999
.40725175,8,7,6,5,6,6,5,6,6,2,1,7,7,5,6,6,6,6,5.75,1.5,6.1999998
.40725175,8,6,7,7,7,5,7,6,7,2,1,7,7,3,7,7,4,6.75,6.25,1.5,6.1999998
.22604898,8,4,6,5,5,3,4,3,6,3,3,4,2,3,4,2,2,5,4,3,3
.22604898,8,7,7,5,4,5,4,4,5,6,3,7,4,5,7,5,7,5.75,4.5,4.5,5.5999999
.22604898,8,6,6,6,6,5,3,3,6,3,6,7,3,3,5,3,2,6,4.25,4.5,4.1999998
.36201498,8,7,7,5,7,7,7,7,7,6,1,5,5,5,7,5,5,6.5,7,3.5,5.4000001
.6902594,8,7,7,6,7,6,5,3,6,7,3,5,4,1,7,6,3,6.75,5,5,4.5999999
.40725175,8,5,5,4,5,3,5,5,5,5,1,5,3,3,3,5,3,4.75,4.5,3,3.8
.36201498,8,3,6,2,5,5,6,5,6,2,1,3,6,2,6,2,7,4,5.5,1.5,3.8
1.7102656,8,7,7,7,7,7,5,5,5,7,5,7,5,7,7,7,1,7,5.5,6,6.5999999
2.0577655,8,7,7,3,7,6,2,2,5,6,2,7,2,2,7,7,6,6,3.75,4,5
1.6888826,8,7,7,4,7,4,7,7,7,7,1,7,7,7,7,7,4,6.25,6.25,4,7
.93512875,8,7,5,4,6,4,6,4,7,7,1,6,6,6,4,6,4,5.5,5.25,4,5.5999999
.40725175,8,5,6,6,6,6,7,7,7,6,2,7,6,6,6,6,3,5.75,6.75,4,6.1999998
.22407845,8,7,7,7,7,7,5,7,7,1,1,7,7,6,6,7,7,7,6.5,1,6.5999999
2.1177335,8,6,7,3,7,7,7,7,7,7,1,7,7,7,7,7,6,5.75,7,4,7
1.7102656,8,7,7,7,6,1,1,3,3,6,1,7,1,2,3,7,7,6.75,2,3.5,4
1.6888826,8,6,7,6,5,7,6,6,5,3,2,4,6,3,4,5,4,6,6,2.5,4.4000001
.17478821,8,5,6,5,5,3,3,6,3,5,3,5,5,5,5,5,6,5.25,3.75,4,5
.40725175,8,6,6,6,6,5,3,5,6,5,2,6,6,2,3,3,2,6,4.75,3.5,4
1.5404958,8,6,6,5,6,2,6,3,2,2,3,6,6,2,6,6,3,5.75,3.25,2.5,5.1999998
.22604898,8,7,6,2,6,5,5,7,6,7,1,7,5,5,5,5,3,5.25,5.75,4,5.4000001
.22407845,8,6,6,6,7,4,4,4,4,4,4,4,4,4,4,6,4,6.25,4,4,4.4000001
.20076473,8,7,7,7,7,7,7,7,6,2,1,3,3,5,7,7,5,7,6.75,1.5,5
.36201498,8,5,7,4,6,4,4,4,3,5,6,2,1,1,4,2,4,5.5,3.75,5.5,2
.17478821,8,7,4,7,3,3,5,5,4,5,1,7,7,3,7,7,4,5.25,4.25,3,6.1999998
.22407845,8,5,5,5,5,5,5,5,6,5,3,6,5,5,5,5,3,5,5.25,4,5.1999998
1.0388052,8,5,5,3,3,4,5,5,5,3,3,3,5,5,3,3,5,4,4.75,3,3.8
.93512875,8,7,5,3,4,5,3,5,5,5,1,7,5,2,7,6,3,4.75,4.5,3,5.4000001
